Product Category,Product Name,Unit Price,ratings
PREPARED FOODS,Frozen Foods,90.58,3.8
PREPARED FOODS,Dairy,224.74,2.58
PREPARED FOODS,Snack Foods,154.13,3.43
PREPARED FOODS,Meat,110.75,5
PREPARED FOODS,Starchy Foods,79.0,3.6
PREPARED FOODS,Household,109.09,2.82
PREPARED FOODS,Snack Foods,40.35,1.96
PREPARED FOODS,Baking Goods,112.05,4.26
PREPARED FOODS,Snack Foods,152.44,3.61
PREPARED FOODS,Household,120.81,3.53
PREPARED FOODS,Fruits and Vegetables,188.26,4.12
PREPARED FOODS,Canned,104.5,4.16
PREPARED FOODS,Fruits and Vegetables,125.2,4.46
PREPARED FOODS,Breakfast,92.48,2.66
PREPARED FOODS,Household,177.07,2.44
PREPARED FOODS,Seafood,34.82,3.05
PREPARED FOODS,Baking Goods,170.38,4.99
PREPARED FOODS,Household,47.3,3.53
PREPARED FOODS,Breakfast,166.55,0.89
PREPARED FOODS,Health and Hygiene,114.05,3.42
PREPARED FOODS,Dairy,151.87,5
PREPARED FOODS,Household,181.33,2.87
PREPARED FOODS,Snack Foods,239.42,3
PREPARED FOODS,Others,113.32,4.4
PREPARED FOODS,Dairy,263.49,3.91
PREPARED FOODS,Baking Goods,96.54,3.7
PREPARED FOODS,Snack Foods,99.67,3.92
PREPARED FOODS,Frozen Foods,100.6,3.64
PREPARED FOODS,Household,162.55,2.66
PREPARED FOODS,Snack Foods,150.77,4.15
PREPARED FOODS,Dairy,45.57,3.15
PREPARED FOODS,Household,108.09,4.75
PREPARED FOODS,Fruits and Vegetables,81.23,2.84
PREPARED FOODS,Snack Foods,228.97,2.74
PREPARED FOODS,Health and Hygiene,129.86,4.03
PREPARED FOODS,Snack Foods,112.85,3.09
PREPARED FOODS,Soft Drinks,49.17,4.23
PREPARED FOODS,Dairy,263.26,3.9
PREPARED FOODS,Health and Hygiene,150.24,3.36
PREPARED FOODS,Snack Foods,148.24,5
PREPARED FOODS,Dairy,178.7,2.21
PREPARED FOODS,Canned,112.12,3.74
PREPARED FOODS,Household,127.77,3.15
PREPARED FOODS,Canned,151.13,3.6
PREPARED FOODS,Snack Foods,121.27,3.05
PREPARED FOODS,Fruits and Vegetables,245.71,3.64
PREPARED FOODS,Dairy,195.78,5
PREPARED FOODS,Health and Hygiene,116.65,2.34
PREPARED FOODS,Health and Hygiene,91.91,5
PREPARED FOODS,Health and Hygiene,147.88,2.35
PREPARED FOODS,Breads,83.49,4.25
PREPARED FOODS,Snack Foods,101.63,3.67
PREPARED FOODS,Seafood,50.8,4.79
PREPARED FOODS,Household,46.71,2.78
PREPARED FOODS,Dairy,155.63,2.95
PREPARED FOODS,Soft Drinks,45.11,3.74
PREPARED FOODS,Frozen Foods,149.37,3.64
PREPARED FOODS,Frozen Foods,163.62,4.66
PREPARED FOODS,Dairy,86.26,5
PREPARED FOODS,Snack Foods,75.2,3.03
PREPARED FOODS,Frozen Foods,62.55,5
PREPARED FOODS,Snack Foods,85.92,3.9
PREPARED FOODS,Hard Drinks,105.59,2.25
PREPARED FOODS,Soft Drinks,154.27,2.33
PREPARED FOODS,Canned,53.8,3.84
PREPARED FOODS,Breakfast,154.46,4.07
PREPARED FOODS,Fruits and Vegetables,124.5,3.56
PREPARED FOODS,Fruits and Vegetables,159.16,3.39
PREPARED FOODS,Household,196.41,3.09
PREPARED FOODS,Snack Foods,261.19,3.96
PREPARED FOODS,Snack Foods,143.15,3.58
PREPARED FOODS,Snack Foods,117.41,3.37
PREPARED FOODS,Breads,125.5,3.75
PREPARED FOODS,Frozen Foods,214.32,3.9
PREPARED FOODS,Dairy,162.45,4.11
PREPARED FOODS,Fruits and Vegetables,93.24,2.97
PREPARED FOODS,Household,193.01,4.07
PREPARED FOODS,Health and Hygiene,130.46,3.31
PREPARED FOODS,Frozen Foods,196.31,4.52
PREPARED FOODS,Snack Foods,161.39,2.42
PREPARED FOODS,Snack Foods,37.48,4.47
PREPARED FOODS,Canned,179.67,3.09
PREPARED FOODS,Breads,42.15,4.38
PREPARED FOODS,Snack Foods,124.27,3.81
PREPARED FOODS,Household,171.74,3.01
PREPARED FOODS,Fruits and Vegetables,109.92,3.56
PREPARED FOODS,Household,161.39,2.72
PREPARED FOODS,Soft Drinks,80.76,2.13
PREPARED FOODS,Fruits and Vegetables,170.35,3.8
PREPARED FOODS,Health and Hygiene,254.67,4.68
PREPARED FOODS,Starchy Foods,191.78,3.79
PREPARED FOODS,Canned,87.52,4.51
PREPARED FOODS,Fruits and Vegetables,190.25,3.79
PREPARED FOODS,Dairy,55.93,3.05
PREPARED FOODS,Household,78.73,3.48
PREPARED FOODS,Health and Hygiene,139.68,3.22
PREPARED FOODS,Fruits and Vegetables,99.9,3.93
PREPARED FOODS,Breads,105.76,3.92
PREPARED FOODS,Snack Foods,156.96,3.51
PREPARED FOODS,Fruits and Vegetables,234.26,5
PREPARED FOODS,Soft Drinks,227.37,5
PREPARED FOODS,Frozen Foods,227.01,2.6
PREPARED FOODS,Dairy,146.38,5
PREPARED FOODS,Fruits and Vegetables,109.39,3.07
PREPARED FOODS,Fruits and Vegetables,141.42,1.45
PREPARED FOODS,Fruits and Vegetables,88.78,4.15
PREPARED FOODS,Household,121.54,4.54
PREPARED FOODS,Meat,104.8,3.42
PREPARED FOODS,Baking Goods,124.84,4.3
PREPARED FOODS,Fruits and Vegetables,240.36,3.58
PREPARED FOODS,Others,106.69,5
PREPARED FOODS,Canned,190.82,2.89
PREPARED FOODS,Frozen Foods,190.72,3.11
PREPARED FOODS,Frozen Foods,111.75,4.27
PREPARED FOODS,Canned,190.55,3.3
PREPARED FOODS,Health and Hygiene,241.82,4.41
PREPARED FOODS,Health and Hygiene,125.47,4.5
PREPARED FOODS,Canned,148.37,5
PREPARED FOODS,Frozen Foods,155.16,5
PREPARED FOODS,Dairy,76.3,3.21
PREPARED FOODS,Household,74.47,4.39
PREPARED FOODS,Household,111.75,2.53
PREPARED FOODS,Canned,78.5,3.58
PREPARED FOODS,Frozen Foods,188.09,3.52
PREPARED FOODS,Dairy,177.3,4.21
PREPARED FOODS,Health and Hygiene,188.42,1.83
PREPARED FOODS,Breads,226.9,4.85
PREPARED FOODS,Baking Goods,127.44,3.23
PREPARED FOODS,Health and Hygiene,125.84,3.18
PREPARED FOODS,Canned,161.39,3.66
PREPARED FOODS,Baking Goods,37.19,4.76
PREPARED FOODS,Snack Foods,51.67,1.53
PREPARED FOODS,Dairy,261.06,4.33
PREPARED FOODS,Frozen Foods,191.98,4.37
PREPARED FOODS,Soft Drinks,161.26,3.08
PREPARED FOODS,Baking Goods,130.73,3.22
PREPARED FOODS,Frozen Foods,60.59,2.94
PREPARED FOODS,Health and Hygiene,121.74,3.25
PREPARED FOODS,Soft Drinks,188.65,3.55
PREPARED FOODS,Meat,87.62,3.3
PREPARED FOODS,Fruits and Vegetables,96.11,4.75
PREPARED FOODS,Snack Foods,224.74,5
PREPARED FOODS,Snack Foods,260.66,3.09
PREPARED FOODS,Baking Goods,104.56,3.92
PREPARED FOODS,Fruits and Vegetables,188.89,4.33
PREPARED FOODS,Snack Foods,124.37,3.22
PREPARED FOODS,Canned,109.79,1.67
PREPARED FOODS,Household,188.16,3.4
PREPARED FOODS,Fruits and Vegetables,193.45,2.58
PREPARED FOODS,Starchy Foods,225.94,2.56
PREPARED FOODS,Fruits and Vegetables,146.24,3.86
PREPARED FOODS,Fruits and Vegetables,121.57,5
PREPARED FOODS,Household,120.51,2.92
PREPARED FOODS,Frozen Foods,75.57,3.71
PREPARED FOODS,Canned,101.37,2.28
PREPARED FOODS,Starchy Foods,175.57,2.57
PREPARED FOODS,Fruits and Vegetables,57.39,3.64
PREPARED FOODS,Fruits and Vegetables,77.5,3.14
PREPARED FOODS,Snack Foods,159.16,4.01
PREPARED FOODS,Dairy,220.45,3.13
PREPARED FOODS,Fruits and Vegetables,87.88,4.58
PREPARED FOODS,Snack Foods,126.47,4.29
PREPARED FOODS,Fruits and Vegetables,159.69,3.36
PREPARED FOODS,Canned,141.55,4.28
PREPARED FOODS,Snack Foods,190.89,4.89
PREPARED FOODS,Baking Goods,119.61,3.06
PREPARED FOODS,Fruits and Vegetables,130.2,1.13
PREPARED FOODS,Meat,154.27,3.64
PREPARED FOODS,Snack Foods,213.02,2.89
PREPARED FOODS,Health and Hygiene,42.68,5
PREPARED FOODS,Soft Drinks,42.01,2.53
PREPARED FOODS,Household,251.38,2.89
PREPARED FOODS,Frozen Foods,34.36,2.38
PREPARED FOODS,Hard Drinks,222.01,2.55
PREPARED FOODS,Frozen Foods,256.26,4.45
PREPARED FOODS,Household,46.21,4.15
PREPARED FOODS,Breads,250.31,3.77
PREPARED FOODS,Meat,119.48,3.71
PREPARED FOODS,Fruits and Vegetables,50.23,4.14
PREPARED FOODS,Canned,102.17,5
PREPARED FOODS,Frozen Foods,219.85,2.9
PREPARED FOODS,Canned,154.0,2.55
PREPARED FOODS,Health and Hygiene,43.81,3.26
PREPARED FOODS,Fruits and Vegetables,123.9,2.8
PREPARED FOODS,Frozen Foods,88.39,5
PREPARED FOODS,Meat,77.77,3.37
PREPARED FOODS,Meat,102.66,1.47
PREPARED FOODS,Dairy,89.55,3.7
PREPARED FOODS,Health and Hygiene,143.78,5
PREPARED FOODS,Others,239.32,3.5
PREPARED FOODS,Baking Goods,78.43,4.08
PREPARED FOODS,Household,115.65,3.34
PREPARED FOODS,Snack Foods,63.22,5
PREPARED FOODS,Snack Foods,78.33,2.2
PREPARED FOODS,Canned,154.4,3.61
PREPARED FOODS,Breads,89.09,4.3
PREPARED FOODS,Dairy,206.43,5
PREPARED FOODS,Meat,111.15,4.05
PREPARED FOODS,Frozen Foods,263.09,4.18
PREPARED FOODS,Household,235.76,4.43
PREPARED FOODS,Fruits and Vegetables,62.02,3.84
PREPARED FOODS,Fruits and Vegetables,88.89,2.31
PREPARED FOODS,Frozen Foods,55.26,3.38
PREPARED FOODS,Frozen Foods,83.32,4.56
PREPARED FOODS,Meat,255.53,3.88
PREPARED FOODS,Household,104.7,2.63
PREPARED FOODS,Household,148.87,4.47
PREPARED FOODS,Meat,93.31,2.04
PREPARED FOODS,Soft Drinks,108.43,2.98
PREPARED FOODS,Canned,40.11,4.33
PREPARED FOODS,Household,49.24,3.46
PREPARED FOODS,Canned,54.4,5
PREPARED FOODS,Meat,64.78,4.37
PREPARED FOODS,Hard Drinks,171.41,3.72
PREPARED FOODS,Dairy,97.38,4.2
PREPARED FOODS,Dairy,172.51,3.77
PREPARED FOODS,Household,103.83,1.48
PREPARED FOODS,Frozen Foods,164.65,2.67
PREPARED FOODS,Frozen Foods,36.02,4.25
PREPARED FOODS,Fruits and Vegetables,191.05,2.42
PREPARED FOODS,Canned,123.1,3.77
PREPARED FOODS,Dairy,249.91,4.45
PREPARED FOODS,Dairy,181.13,4.61
PREPARED FOODS,Frozen Foods,122.01,4.23
PREPARED FOODS,Snack Foods,210.59,4.26
PREPARED FOODS,Household,238.72,4.13
PREPARED FOODS,Fruits and Vegetables,176.21,4.8
PREPARED FOODS,Dairy,193.52,2.5
PREPARED FOODS,Dairy,220.61,3.86
PREPARED FOODS,Others,184.46,0.79
PREPARED FOODS,Meat,183.3,3.3
PREPARED FOODS,Household,108.09,4.9
PREPARED FOODS,Household,114.65,0.54
PREPARED FOODS,Snack Foods,61.45,4.18
PREPARED FOODS,Household,86.49,3.16
PREPARED FOODS,Canned,141.05,4.5
PREPARED FOODS,Soft Drinks,152.87,5
PREPARED FOODS,Canned,86.32,4.02
PREPARED FOODS,Fruits and Vegetables,95.58,2.72
PREPARED FOODS,Baking Goods,196.74,4.88
PREPARED FOODS,Health and Hygiene,149.34,3.91
PREPARED FOODS,Snack Foods,125.17,5
PREPARED FOODS,Others,153.33,3.21
PREPARED FOODS,Meat,183.3,5
PREPARED FOODS,Dairy,87.02,4.37
PREPARED FOODS,Household,123.47,4.23
PREPARED FOODS,Baking Goods,102.33,5
PREPARED FOODS,Frozen Foods,119.71,4.74
PREPARED FOODS,Snack Foods,54.3,3.52
PREPARED FOODS,Frozen Foods,128.83,5
PREPARED FOODS,Fruits and Vegetables,140.58,4.92
PREPARED FOODS,Hard Drinks,37.02,2.95
PREPARED FOODS,Breads,79.4,3.35
PREPARED FOODS,Meat,37.85,3.34
PREPARED FOODS,Breads,96.81,4.54
PREPARED FOODS,Frozen Foods,162.82,2.77
PREPARED FOODS,Breads,262.36,2.51
PREPARED FOODS,Frozen Foods,40.45,4.46
PREPARED FOODS,Meat,219.88,5
PREPARED FOODS,Frozen Foods,37.98,3.06
PREPARED FOODS,Meat,176.9,4.6
PREPARED FOODS,Canned,151.7,3.35
PREPARED FOODS,Household,231.0,3.98
PREPARED FOODS,Soft Drinks,186.02,1.92
PREPARED FOODS,Soft Drinks,83.66,1.92
PREPARED FOODS,Meat,139.02,4.32
PREPARED FOODS,Meat,76.27,3.43
PREPARED FOODS,Household,182.5,5
PREPARED FOODS,Household,260.99,2.68
PREPARED FOODS,Snack Foods,119.14,3.23
PREPARED FOODS,Frozen Foods,162.92,5
PREPARED FOODS,Household,121.67,4.65
PREPARED FOODS,Frozen Foods,244.35,3.44
PREPARED FOODS,Breakfast,102.43,4.21
PREPARED FOODS,Meat,104.33,3.46
PREPARED FOODS,Frozen Foods,122.8,5
PREPARED FOODS,Canned,142.05,2.43
PREPARED FOODS,Meat,237.32,2.2
PREPARED FOODS,Meat,120.01,3.67
PREPARED FOODS,Frozen Foods,110.99,2.48
PREPARED FOODS,Fruits and Vegetables,93.45,4.28
PREPARED FOODS,Soft Drinks,81.63,4.06
PREPARED FOODS,Household,55.36,4.35
PREPARED FOODS,Fruits and Vegetables,37.78,3.63
PREPARED FOODS,Snack Foods,250.67,3.68
PREPARED FOODS,Hard Drinks,187.19,3.84
PREPARED FOODS,Breads,111.16,3.08
PREPARED FOODS,Fruits and Vegetables,138.98,4.29
PREPARED FOODS,Frozen Foods,147.8,5
PREPARED FOODS,Frozen Foods,184.73,4.14
PREPARED FOODS,Fruits and Vegetables,152.87,3.2
PREPARED FOODS,Snack Foods,39.38,2.87
PREPARED FOODS,Household,156.0,2.67
PREPARED FOODS,Snack Foods,153.8,4.67
PREPARED FOODS,Soft Drinks,189.09,4.69
PREPARED FOODS,Soft Drinks,73.37,3.91
PREPARED FOODS,Household,75.57,3.35
PREPARED FOODS,Dairy,242.25,5
PREPARED FOODS,Frozen Foods,126.17,2.46
PREPARED FOODS,Breads,198.47,4.34
PREPARED FOODS,Dairy,232.66,4.62
PREPARED FOODS,Snack Foods,124.27,5
PREPARED FOODS,Fruits and Vegetables,120.24,4.48
PREPARED FOODS,Fruits and Vegetables,47.97,1.89
PREPARED FOODS,Household,48.17,3.12
PREPARED FOODS,Meat,100.3,4.16
PREPARED FOODS,Fruits and Vegetables,146.94,2.51
PREPARED FOODS,Canned,154.63,4.1
PREPARED FOODS,Dairy,152.5,5
PREPARED FOODS,Canned,89.71,5
PREPARED FOODS,Frozen Foods,214.92,3.62
PREPARED FOODS,Baking Goods,107.86,3.91
PREPARED FOODS,Dairy,154.3,4.92
PREPARED FOODS,Fruits and Vegetables,264.03,4.68
PREPARED FOODS,Snack Foods,45.24,3.9
PREPARED FOODS,Dairy,99.1,3.7
PREPARED FOODS,Snack Foods,223.11,3.49
PREPARED FOODS,Soft Drinks,163.29,3.19
PREPARED FOODS,Canned,38.91,4.1
PREPARED FOODS,Baking Goods,154.37,2.99
PREPARED FOODS,Snack Foods,160.86,4.01
PREPARED FOODS,Fruits and Vegetables,92.95,4.69
PREPARED FOODS,Health and Hygiene,261.73,5
PREPARED FOODS,Dairy,84.02,3.74
PREPARED FOODS,Household,114.22,3.17
PREPARED FOODS,Hard Drinks,112.09,3.14
PREPARED FOODS,Dairy,42.31,3.43
PREPARED FOODS,Fruits and Vegetables,191.48,3.48
PREPARED FOODS,Fruits and Vegetables,146.77,3.56
PREPARED FOODS,Household,119.88,3.25
PREPARED FOODS,Breakfast,129.6,1.87
PREPARED FOODS,Others,185.79,2.92
PREPARED FOODS,Dairy,152.27,2.77
PREPARED FOODS,Meat,80.13,2.89
PREPARED FOODS,Household,47.57,4.91
PREPARED FOODS,Household,32.39,3.67
PREPARED FOODS,Frozen Foods,57.89,2.9
PREPARED FOODS,Snack Foods,104.56,2.37
PREPARED FOODS,Baking Goods,142.75,4.84
PREPARED FOODS,Soft Drinks,86.12,4.49
PREPARED FOODS,Others,133.03,3.68
PREPARED FOODS,Frozen Foods,180.77,3.99
PREPARED FOODS,Snack Foods,171.54,4.62
PREPARED FOODS,Canned,170.44,2.05
PREPARED FOODS,Dairy,241.55,3.01
PREPARED FOODS,Soft Drinks,216.55,4.84
PREPARED FOODS,Fruits and Vegetables,90.25,4.63
PREPARED FOODS,Health and Hygiene,187.22,5
PREPARED FOODS,Others,143.82,4.8
PREPARED FOODS,Soft Drinks,189.05,3.62
PREPARED FOODS,Soft Drinks,262.09,3.86
PREPARED FOODS,Household,177.17,4.79
PREPARED FOODS,Frozen Foods,148.91,3.07
PREPARED FOODS,Frozen Foods,47.87,3.71
PREPARED FOODS,Snack Foods,227.34,4.59
PREPARED FOODS,Meat,155.73,4.09
PREPARED FOODS,Household,111.82,3.34
PREPARED FOODS,Meat,212.06,3.92
PREPARED FOODS,Baking Goods,97.24,4.11
PREPARED FOODS,Baking Goods,81.0,2.85
PREPARED FOODS,Meat,113.02,0.99
PREPARED FOODS,Fruits and Vegetables,248.21,3.05
PREPARED FOODS,Canned,213.09,3.97
PREPARED FOODS,Snack Foods,154.7,2.35
PREPARED FOODS,Snack Foods,249.44,5
PREPARED FOODS,Health and Hygiene,182.46,2.86
PREPARED FOODS,Snack Foods,181.73,4.39
PREPARED FOODS,Health and Hygiene,164.95,2.07
PREPARED FOODS,Frozen Foods,190.72,1.29
PREPARED FOODS,Fruits and Vegetables,87.62,3.47
PREPARED FOODS,Fruits and Vegetables,38.42,2.76
PREPARED FOODS,Fruits and Vegetables,109.92,3.02
PREPARED FOODS,Health and Hygiene,234.93,4.05
PREPARED FOODS,Canned,116.58,3.21
PREPARED FOODS,Baking Goods,209.53,4.25
PREPARED FOODS,Hard Drinks,36.75,4.43
PREPARED FOODS,Starchy Foods,168.54,3.02
PREPARED FOODS,Health and Hygiene,106.23,3.62
PREPARED FOODS,Snack Foods,87.39,5
PREPARED FOODS,Household,109.39,2.36
PREPARED FOODS,Frozen Foods,179.67,3.43
PREPARED FOODS,Household,247.85,2.51
PREPARED FOODS,Fruits and Vegetables,174.67,3.95
PREPARED FOODS,Snack Foods,177.5,4.08
PREPARED FOODS,Canned,102.3,4.93
PREPARED FOODS,Snack Foods,59.02,4.22
PREPARED FOODS,Meat,118.91,2.86
PREPARED FOODS,Baking Goods,116.12,3.59
PREPARED FOODS,Meat,182.76,3.85
PREPARED FOODS,Baking Goods,221.95,4.19
PREPARED FOODS,Starchy Foods,185.59,4.06
PREPARED FOODS,Hard Drinks,36.95,3.18
PREPARED FOODS,Canned,214.09,3.27
PREPARED FOODS,Fruits and Vegetables,54.63,3.27
PREPARED FOODS,Hard Drinks,62.19,4.68
PREPARED FOODS,Fruits and Vegetables,93.68,2.49
PREPARED FOODS,Baking Goods,173.24,4.8
PREPARED FOODS,Household,112.52,2.6
PREPARED FOODS,Snack Foods,109.22,2.97
PREPARED FOODS,Dairy,155.73,5
PREPARED FOODS,Fruits and Vegetables,37.85,4.22
PREPARED FOODS,Dairy,88.82,4.61
PREPARED FOODS,Baking Goods,119.11,4.69
PREPARED FOODS,Fruits and Vegetables,48.8,2.21
PREPARED FOODS,Snack Foods,40.85,3.44
PREPARED FOODS,Frozen Foods,102.0,4.04
PREPARED FOODS,Snack Foods,45.57,5
PREPARED FOODS,Canned,179.37,3.02
PREPARED FOODS,Snack Foods,260.23,3.37
PREPARED FOODS,Soft Drinks,114.19,1.31
PREPARED FOODS,Fruits and Vegetables,97.21,3.81
PREPARED FOODS,Baking Goods,183.9,3.08
PREPARED FOODS,Household,57.86,4.59
PREPARED FOODS,Fruits and Vegetables,59.65,4.93
PREPARED FOODS,Snack Foods,230.84,4.92
PREPARED FOODS,Snack Foods,112.25,3.38
PREPARED FOODS,Canned,38.45,4.06
PREPARED FOODS,Baking Goods,243.02,3.95
PREPARED FOODS,Household,166.38,4.76
PREPARED FOODS,Frozen Foods,213.72,3.78
PREPARED FOODS,Baking Goods,165.09,4.56
PREPARED FOODS,Baking Goods,184.92,3.02
PREPARED FOODS,Canned,87.99,3.67
PREPARED FOODS,Health and Hygiene,36.25,4.21
PREPARED FOODS,Fruits and Vegetables,183.53,4.31
PREPARED FOODS,Snack Foods,170.78,4.25
PREPARED FOODS,Dairy,171.91,3.89
PREPARED FOODS,Snack Foods,112.85,3.94
PREPARED FOODS,Baking Goods,95.34,2.67
PREPARED FOODS,Snack Foods,211.79,3.64
PREPARED FOODS,Frozen Foods,114.42,2.22
PREPARED FOODS,Fruits and Vegetables,172.81,4.37
PREPARED FOODS,Dairy,44.24,3.73
PREPARED FOODS,Dairy,233.93,5
PREPARED FOODS,Canned,151.83,2.28
PREPARED FOODS,Baking Goods,93.28,4.58
PREPARED FOODS,Baking Goods,230.7,3.79
PREPARED FOODS,Household,172.94,3.78
PREPARED FOODS,Frozen Foods,152.34,2.49
PREPARED FOODS,Frozen Foods,248.88,2.95
PREPARED FOODS,Snack Foods,192.85,4.5
PREPARED FOODS,Household,40.81,4.65
PREPARED FOODS,Fruits and Vegetables,121.44,4.71
PREPARED FOODS,Fruits and Vegetables,173.61,5
PREPARED FOODS,Baking Goods,181.47,5
PREPARED FOODS,Frozen Foods,91.58,3.21
PREPARED FOODS,Snack Foods,35.59,4.33
PREPARED FOODS,Canned,88.02,3.07
PREPARED FOODS,Fruits and Vegetables,217.85,5
PREPARED FOODS,Soft Drinks,141.81,4.02
PREPARED FOODS,Meat,152.57,3.59
PREPARED FOODS,Fruits and Vegetables,186.03,3.22
PREPARED FOODS,Hard Drinks,74.14,4.27
PREPARED FOODS,Health and Hygiene,147.48,4.42
PREPARED FOODS,Breakfast,183.73,3.31
PREPARED FOODS,Dairy,156.93,2.85
PREPARED FOODS,Dairy,227.24,4.61
PREPARED FOODS,Fruits and Vegetables,192.78,3.25
PREPARED FOODS,Household,253.87,2.72
PREPARED FOODS,Fruits and Vegetables,81.4,2.24
PREPARED FOODS,Meat,101.2,5
PREPARED FOODS,Snack Foods,159.76,5
PREPARED FOODS,Health and Hygiene,48.9,4.61
PREPARED FOODS,Canned,197.78,5
PREPARED FOODS,Household,222.65,3.11
PREPARED FOODS,Health and Hygiene,156.16,3.12
PREPARED FOODS,Dairy,264.09,3.47
PREPARED FOODS,Health and Hygiene,157.16,5
PREPARED FOODS,Health and Hygiene,54.99,2.85
PREPARED FOODS,Fruits and Vegetables,158.86,4.93
PREPARED FOODS,Frozen Foods,85.89,2.82
PREPARED FOODS,Canned,157.7,1.89
PREPARED FOODS,Snack Foods,207.46,4.44
PREPARED FOODS,Meat,228.34,4.59
PREPARED FOODS,Soft Drinks,197.71,3.71
PREPARED FOODS,Canned,248.31,4.4
PREPARED FOODS,Frozen Foods,183.03,0.63
PREPARED FOODS,Breads,188.46,3.46
PREPARED FOODS,Fruits and Vegetables,160.16,2.6
PREPARED FOODS,Frozen Foods,155.67,4.03
PREPARED FOODS,Frozen Foods,252.67,1.84
PREPARED FOODS,Health and Hygiene,261.73,4.19
PREPARED FOODS,Others,65.21,1.85
PREPARED FOODS,Fruits and Vegetables,195.88,3.86
PREPARED FOODS,Household,125.27,3.46
PREPARED FOODS,Meat,116.81,3.44
PREPARED FOODS,Dairy,84.76,2.03
PREPARED FOODS,Fruits and Vegetables,253.34,4.74
PREPARED FOODS,Frozen Foods,120.61,3.1
PREPARED FOODS,Canned,249.21,4.01
PREPARED FOODS,Snack Foods,220.45,3.02
PREPARED FOODS,Others,51.97,3.75
PREPARED FOODS,Baking Goods,123.21,4.35
PREPARED FOODS,Canned,198.74,3.27
PREPARED FOODS,Others,213.66,3.58
PREPARED FOODS,Fruits and Vegetables,187.32,3.61
PREPARED FOODS,Baking Goods,168.45,4.38
PREPARED FOODS,Health and Hygiene,44.91,2.83
PREPARED FOODS,Frozen Foods,153.17,3.57
PREPARED FOODS,Breads,154.63,2.17
PREPARED FOODS,Baking Goods,35.28,3.52
PREPARED FOODS,Snack Foods,163.12,4.13
PREPARED FOODS,Dairy,265.09,3.47
PREPARED FOODS,Fruits and Vegetables,175.64,2.84
PREPARED FOODS,Frozen Foods,95.91,3.81
PREPARED FOODS,Dairy,55.53,4.36
PREPARED FOODS,Soft Drinks,174.41,5
PREPARED FOODS,Dairy,120.68,5
PREPARED FOODS,Snack Foods,104.4,2.32
PREPARED FOODS,Fruits and Vegetables,141.22,3.34
PREPARED FOODS,Household,111.45,4.42
PREPARED FOODS,Health and Hygiene,150.07,2.2
PREPARED FOODS,Breads,119.94,4.47
PREPARED FOODS,Snack Foods,137.82,2.46
PREPARED FOODS,Health and Hygiene,62.82,5
PREPARED FOODS,Fruits and Vegetables,110.52,5
PREPARED FOODS,Household,229.8,2.43
PREPARED FOODS,Fruits and Vegetables,173.71,3.83
PREPARED FOODS,Dairy,152.23,5
PREPARED FOODS,Dairy,170.28,3.45
PREPARED FOODS,Household,104.26,4.24
PREPARED FOODS,Soft Drinks,241.55,4.63
PREPARED FOODS,Household,195.51,4.39
PREPARED FOODS,Dairy,114.12,4.25
PREPARED FOODS,Frozen Foods,34.16,4.03
PREPARED FOODS,Snack Foods,175.64,2.44
PREPARED FOODS,Meat,194.15,2.79
PREPARED FOODS,Health and Hygiene,63.12,4.87
PREPARED FOODS,Snack Foods,187.79,4.45
PREPARED FOODS,Frozen Foods,105.26,3.69
PREPARED FOODS,Breads,123.1,3.96
PREPARED FOODS,Baking Goods,81.19,3.63
PREPARED FOODS,Fruits and Vegetables,113.85,3.51
PREPARED FOODS,Dairy,61.59,4.37
PREPARED FOODS,Snack Foods,95.11,4.43
PREPARED FOODS,Fruits and Vegetables,46.97,4.31
PREPARED FOODS,Dairy,122.97,4.33
PREPARED FOODS,Dairy,86.22,2.39
PREPARED FOODS,Dairy,60.52,0.68
PREPARED FOODS,Health and Hygiene,43.71,3.63
PREPARED FOODS,Fruits and Vegetables,185.33,2.98
PREPARED FOODS,Fruits and Vegetables,140.98,3.24
PREPARED FOODS,Dairy,224.34,2.03
PREPARED FOODS,Meat,152.74,4.83
PREPARED FOODS,Starchy Foods,56.99,1.92
PREPARED FOODS,Household,210.2,3.72
PREPARED FOODS,Hard Drinks,105.79,2.8
PREPARED FOODS,Snack Foods,122.21,3.93
PREPARED FOODS,Baking Goods,95.64,3.4
PREPARED FOODS,Household,154.77,2.98
PREPARED FOODS,Health and Hygiene,257.57,5
PREPARED FOODS,Household,186.26,4.88
PREPARED FOODS,Household,129.7,3.23
PREPARED FOODS,Fruits and Vegetables,224.71,3.83
PREPARED FOODS,Canned,104.56,2.9
PREPARED FOODS,Household,178.37,2.73
PREPARED FOODS,Dairy,150.1,2.5
PREPARED FOODS,Baking Goods,228.3,2.78
PREPARED FOODS,Baking Goods,48.6,4.32
PREPARED FOODS,Snack Foods,250.84,5
PREPARED FOODS,Frozen Foods,147.84,3.35
PREPARED FOODS,Household,117.52,4.5
PREPARED FOODS,Snack Foods,176.81,4.27
PREPARED FOODS,Household,260.7,2.37
PREPARED FOODS,Household,36.28,4.99
PREPARED FOODS,Snack Foods,117.31,4.64
PREPARED FOODS,Meat,184.43,1.76
PREPARED FOODS,Frozen Foods,187.02,4.12
PREPARED FOODS,Fruits and Vegetables,228.0,3.2
PREPARED FOODS,Starchy Foods,175.47,3.25
PREPARED FOODS,Snack Foods,35.22,3.53
PREPARED FOODS,Snack Foods,156.8,3.27
