Product Category,Product Name,Unit Price,ratings
PREPARED FOODS,Breads,82.7566,0.9
PREPARED FOODS,Snack Foods,44.8428,3.1
PREPARED FOODS,Baking Goods,49.7034,3.58
PREPARED FOODS,Baking Goods,94.712,4.92
PREPARED FOODS,Snack Foods,186.4924,4.33
PREPARED FOODS,Snack Foods,116.9834,5
PREPARED FOODS,Baking Goods,103.8622,3.73
PREPARED FOODS,Fruits and Vegetables,173.1054,4.78
PREPARED FOODS,Canned,185.7924,2.72
PREPARED FOODS,Starchy Foods,109.1938,4.46
PREPARED FOODS,Fruits and Vegetables,237.4564,5
PREPARED FOODS,Baking Goods,144.2812,2.98
PREPARED FOODS,Canned,162.9894,4.07
PREPARED FOODS,Meat,63.0826,3.51
PREPARED FOODS,Baking Goods,90.2514,3.38
PREPARED FOODS,Baking Goods,90.283,3.84
PREPARED FOODS,Snack Foods,189.5872,3.48
PREPARED FOODS,Frozen Foods,90.5804,3.8
PREPARED FOODS,Dairy,224.7404,2.58
PREPARED FOODS,Snack Foods,154.134,3.43
PREPARED FOODS,Meat,110.7544,5
PREPARED FOODS,Starchy Foods,78.996,3.6
PREPARED FOODS,Household,109.0912,2.82
PREPARED FOODS,Snack Foods,40.348,1.96
PREPARED FOODS,Baking Goods,112.0544,4.26
PREPARED FOODS,Snack Foods,152.4366,3.61
PREPARED FOODS,Household,120.8098,3.53
PREPARED FOODS,Fruits and Vegetables,188.2556,4.12
PREPARED FOODS,Canned,104.499,4.16
PREPARED FOODS,Fruits and Vegetables,125.2046,4.46
PREPARED FOODS,Breakfast,92.4804,2.66
PREPARED FOODS,Household,177.0686,2.44
PREPARED FOODS,Seafood,34.8216,3.05
PREPARED FOODS,Baking Goods,170.3764,4.99
PREPARED FOODS,Household,47.3034,3.53
PREPARED FOODS,Breakfast,166.5474,0.89
PREPARED FOODS,Health and Hygiene,114.0492,3.42
PREPARED FOODS,Dairy,151.8708,5
PREPARED FOODS,Household,181.3318,2.87
PREPARED FOODS,Snack Foods,239.4222,3
PREPARED FOODS,Others,113.3202,4.4
PREPARED FOODS,Dairy,263.491,3.91
PREPARED FOODS,Baking Goods,96.5436,3.7
PREPARED FOODS,Snack Foods,99.67,3.92
PREPARED FOODS,Frozen Foods,100.6042,3.64
PREPARED FOODS,Household,162.5526,2.66
PREPARED FOODS,Snack Foods,150.7708,4.15
PREPARED FOODS,Dairy,45.5744,3.15
PREPARED FOODS,Household,108.0912,4.75
PREPARED FOODS,Fruits and Vegetables,81.2276,2.84
PREPARED FOODS,Snack Foods,228.9668,2.74
PREPARED FOODS,Health and Hygiene,129.8626,4.03
PREPARED FOODS,Snack Foods,112.8518,3.09
PREPARED FOODS,Soft Drinks,49.1692,4.23
PREPARED FOODS,Dairy,263.2568,3.9
PREPARED FOODS,Health and Hygiene,150.2392,3.36
PREPARED FOODS,Snack Foods,148.2418,5
PREPARED FOODS,Dairy,178.7028,2.21
PREPARED FOODS,Canned,112.1202,3.74
PREPARED FOODS,Household,127.7678,3.15
PREPARED FOODS,Canned,151.134,3.6
PREPARED FOODS,Snack Foods,121.273,3.05
PREPARED FOODS,Fruits and Vegetables,245.7144,3.64
PREPARED FOODS,Dairy,195.7794,5
PREPARED FOODS,Health and Hygiene,116.6492,2.34
PREPARED FOODS,Health and Hygiene,91.912,5
PREPARED FOODS,Health and Hygiene,147.876,2.35
PREPARED FOODS,Breads,83.4908,4.25
PREPARED FOODS,Snack Foods,101.6332,3.67
PREPARED FOODS,Seafood,50.7982,4.79
PREPARED FOODS,Household,46.706,2.78
PREPARED FOODS,Dairy,155.6288,2.95
PREPARED FOODS,Soft Drinks,45.106,3.74
PREPARED FOODS,Frozen Foods,149.3708,3.64
PREPARED FOODS,Frozen Foods,163.621,4.66
PREPARED FOODS,Dairy,86.2566,5
PREPARED FOODS,Snack Foods,75.2038,3.03
PREPARED FOODS,Frozen Foods,62.5536,5
PREPARED FOODS,Snack Foods,85.9198,3.9
PREPARED FOODS,Hard Drinks,105.5938,2.25
PREPARED FOODS,Soft Drinks,154.2656,2.33
PREPARED FOODS,Canned,53.7982,3.84
PREPARED FOODS,Breakfast,154.463,4.07
PREPARED FOODS,Fruits and Vegetables,124.502,3.56
PREPARED FOODS,Fruits and Vegetables,159.1578,3.39
PREPARED FOODS,Household,196.411,3.09
PREPARED FOODS,Snack Foods,261.191,3.96
PREPARED FOODS,Snack Foods,143.147,3.58
PREPARED FOODS,Snack Foods,117.4124,3.37
PREPARED FOODS,Breads,125.5046,3.75
PREPARED FOODS,Frozen Foods,214.3218,3.9
PREPARED FOODS,Dairy,162.4526,4.11
PREPARED FOODS,Fruits and Vegetables,93.2436,2.97
PREPARED FOODS,Household,193.0136,4.07
PREPARED FOODS,Health and Hygiene,130.4626,3.31
PREPARED FOODS,Frozen Foods,196.311,4.52
PREPARED FOODS,Snack Foods,161.392,2.42
PREPARED FOODS,Snack Foods,37.4822,4.47
PREPARED FOODS,Canned,179.6686,3.09
PREPARED FOODS,Breads,42.1454,4.38
PREPARED FOODS,Snack Foods,124.273,3.81
PREPARED FOODS,Household,171.7422,3.01
PREPARED FOODS,Fruits and Vegetables,109.9228,3.56
PREPARED FOODS,Household,161.3894,2.72
PREPARED FOODS,Soft Drinks,80.7592,2.13
PREPARED FOODS,Fruits and Vegetables,170.3474,3.8
PREPARED FOODS,Health and Hygiene,254.6672,4.68
PREPARED FOODS,Starchy Foods,191.782,3.79
PREPARED FOODS,Canned,87.5172,4.51
PREPARED FOODS,Fruits and Vegetables,190.2504,3.79
PREPARED FOODS,Dairy,55.9298,3.05
PREPARED FOODS,Household,78.7328,3.48
PREPARED FOODS,Health and Hygiene,139.6838,3.22
PREPARED FOODS,Fruits and Vegetables,99.9016,3.93
PREPARED FOODS,Breads,105.7648,3.92
PREPARED FOODS,Snack Foods,156.963,3.51
PREPARED FOODS,Fruits and Vegetables,234.2642,5
PREPARED FOODS,Soft Drinks,227.372,5
PREPARED FOODS,Frozen Foods,227.0062,2.6
PREPARED FOODS,Dairy,146.3786,5
PREPARED FOODS,Fruits and Vegetables,109.3912,3.07
PREPARED FOODS,Fruits and Vegetables,141.4154,1.45
PREPARED FOODS,Fruits and Vegetables,88.783,4.15
PREPARED FOODS,Household,121.5414,4.54
PREPARED FOODS,Meat,104.799,3.42
PREPARED FOODS,Baking Goods,124.8388,4.3
PREPARED FOODS,Fruits and Vegetables,240.3564,3.58
PREPARED FOODS,Others,106.6938,5
PREPARED FOODS,Canned,190.8188,2.89
PREPARED FOODS,Frozen Foods,190.7162,3.11
PREPARED FOODS,Frozen Foods,111.7544,4.27
PREPARED FOODS,Canned,190.553,3.3
PREPARED FOODS,Health and Hygiene,241.8196,4.41
PREPARED FOODS,Health and Hygiene,125.4704,4.5
PREPARED FOODS,Canned,148.3734,5
PREPARED FOODS,Frozen Foods,155.163,5
PREPARED FOODS,Dairy,76.2986,3.21
PREPARED FOODS,Household,74.4696,4.39
PREPARED FOODS,Household,111.7544,2.53
PREPARED FOODS,Canned,78.4986,3.58
PREPARED FOODS,Frozen Foods,188.0898,3.52
PREPARED FOODS,Dairy,177.3028,4.21
PREPARED FOODS,Health and Hygiene,188.4214,1.83
PREPARED FOODS,Breads,226.9036,4.85
PREPARED FOODS,Baking Goods,127.4362,3.23
PREPARED FOODS,Health and Hygiene,125.8362,3.18
PREPARED FOODS,Canned,161.392,3.66
PREPARED FOODS,Baking Goods,37.1874,4.76
PREPARED FOODS,Snack Foods,51.6666,1.53
PREPARED FOODS,Dairy,261.0594,4.33
PREPARED FOODS,Frozen Foods,191.9846,4.37
PREPARED FOODS,Soft Drinks,161.2578,3.08
PREPARED FOODS,Baking Goods,130.7284,3.22
PREPARED FOODS,Frozen Foods,60.5878,2.94
PREPARED FOODS,Health and Hygiene,121.7414,3.25
PREPARED FOODS,Soft Drinks,188.653,3.55
PREPARED FOODS,Meat,87.6172,3.3
PREPARED FOODS,Fruits and Vegetables,96.1094,4.75
PREPARED FOODS,Snack Foods,224.7404,5
PREPARED FOODS,Snack Foods,260.662,3.09
PREPARED FOODS,Baking Goods,104.5648,3.92
PREPARED FOODS,Fruits and Vegetables,188.8872,4.33
PREPARED FOODS,Snack Foods,124.373,3.22
PREPARED FOODS,Canned,109.7886,1.67
PREPARED FOODS,Household,188.1556,3.4
PREPARED FOODS,Fruits and Vegetables,193.4478,2.58
PREPARED FOODS,Starchy Foods,225.9404,2.56
PREPARED FOODS,Fruits and Vegetables,146.2444,3.86
PREPARED FOODS,Fruits and Vegetables,121.573,5
PREPARED FOODS,Household,120.5124,2.92
PREPARED FOODS,Frozen Foods,75.567,3.71
PREPARED FOODS,Canned,101.37,2.28
PREPARED FOODS,Starchy Foods,175.5738,2.57
PREPARED FOODS,Fruits and Vegetables,57.3904,3.64
PREPARED FOODS,Fruits and Vegetables,77.5012,3.14
PREPARED FOODS,Snack Foods,159.1578,4.01
PREPARED FOODS,Dairy,220.4482,3.13
PREPARED FOODS,Fruits and Vegetables,87.883,4.58
PREPARED FOODS,Snack Foods,126.4704,4.29
PREPARED FOODS,Fruits and Vegetables,159.692,3.36
PREPARED FOODS,Canned,141.547,4.28
PREPARED FOODS,Snack Foods,190.8872,4.89
PREPARED FOODS,Baking Goods,119.6098,3.06
PREPARED FOODS,Fruits and Vegetables,130.1994,1.13
PREPARED FOODS,Meat,154.2682,3.64
PREPARED FOODS,Snack Foods,213.0218,2.89
PREPARED FOODS,Health and Hygiene,42.677,5
PREPARED FOODS,Soft Drinks,42.0138,2.53
PREPARED FOODS,Household,251.375,2.89
PREPARED FOODS,Frozen Foods,34.3558,2.38
PREPARED FOODS,Hard Drinks,222.0088,2.55
PREPARED FOODS,Frozen Foods,256.2646,4.45
PREPARED FOODS,Household,46.206,4.15
PREPARED FOODS,Breads,250.3092,3.77
PREPARED FOODS,Meat,119.4756,3.71
PREPARED FOODS,Fruits and Vegetables,50.2324,4.14
PREPARED FOODS,Canned,102.1674,5
PREPARED FOODS,Frozen Foods,219.8456,2.9
PREPARED FOODS,Canned,153.9972,2.55
PREPARED FOODS,Health and Hygiene,43.8086,3.26
PREPARED FOODS,Fruits and Vegetables,123.9046,2.8
PREPARED FOODS,Frozen Foods,88.3856,5
PREPARED FOODS,Meat,77.767,3.37
PREPARED FOODS,Meat,102.6648,1.47
PREPARED FOODS,Dairy,89.5514,3.7
PREPARED FOODS,Health and Hygiene,143.7812,5
PREPARED FOODS,Others,239.3196,3.5
PREPARED FOODS,Baking Goods,78.4328,4.08
PREPARED FOODS,Household,115.6492,3.34
PREPARED FOODS,Snack Foods,63.2194,5
PREPARED FOODS,Snack Foods,78.3302,2.2
PREPARED FOODS,Canned,154.3972,3.61
PREPARED FOODS,Breads,89.0856,4.3
PREPARED FOODS,Dairy,206.4296,5
PREPARED FOODS,Meat,111.1544,4.05
PREPARED FOODS,Frozen Foods,263.091,4.18
PREPARED FOODS,Household,235.7616,4.43
PREPARED FOODS,Fruits and Vegetables,62.0194,3.84
PREPARED FOODS,Fruits and Vegetables,88.8856,2.31
PREPARED FOODS,Frozen Foods,55.2614,3.38
PREPARED FOODS,Frozen Foods,83.3224,4.56
PREPARED FOODS,Meat,255.533,3.88
PREPARED FOODS,Household,104.6964,2.63
PREPARED FOODS,Household,148.8708,4.47
PREPARED FOODS,Meat,93.3094,2.04
PREPARED FOODS,Soft Drinks,108.428,2.98
PREPARED FOODS,Canned,40.1138,4.33
PREPARED FOODS,Household,49.2376,3.46
PREPARED FOODS,Canned,54.3982,5
PREPARED FOODS,Meat,64.7826,4.37
PREPARED FOODS,Hard Drinks,171.408,3.72
PREPARED FOODS,Dairy,97.3752,4.2
PREPARED FOODS,Dairy,172.5106,3.77
PREPARED FOODS,Household,103.8332,1.48
PREPARED FOODS,Frozen Foods,164.6526,2.67
PREPARED FOODS,Frozen Foods,36.019,4.25
PREPARED FOODS,Fruits and Vegetables,191.053,2.42
PREPARED FOODS,Canned,123.1046,3.77
PREPARED FOODS,Dairy,249.9092,4.45
PREPARED FOODS,Dairy,181.1318,4.61
PREPARED FOODS,Frozen Foods,122.0098,4.23
PREPARED FOODS,Snack Foods,210.5928,4.26
PREPARED FOODS,Household,238.7248,4.13
PREPARED FOODS,Fruits and Vegetables,176.2054,4.8
PREPARED FOODS,Dairy,193.5162,2.5
PREPARED FOODS,Dairy,220.6114,3.86
PREPARED FOODS,Others,184.4608,0.79
PREPARED FOODS,Meat,183.295,3.3
PREPARED FOODS,Household,108.0938,4.9
PREPARED FOODS,Household,114.6492,0.54
PREPARED FOODS,Snack Foods,61.451,4.18
PREPARED FOODS,Household,86.4882,3.16
PREPARED FOODS,Canned,141.0496,4.5
PREPARED FOODS,Soft Drinks,152.8656,5
PREPARED FOODS,Canned,86.3198,4.02
PREPARED FOODS,Fruits and Vegetables,95.5778,2.72
PREPARED FOODS,Baking Goods,196.7426,4.88
PREPARED FOODS,Health and Hygiene,149.3392,3.91
PREPARED FOODS,Snack Foods,125.1678,5
PREPARED FOODS,Others,153.334,3.21
PREPARED FOODS,Meat,183.295,5
PREPARED FOODS,Dairy,87.0198,4.37
PREPARED FOODS,Household,123.473,4.23
PREPARED FOODS,Baking Goods,102.3332,5
PREPARED FOODS,Frozen Foods,119.7098,4.74
PREPARED FOODS,Snack Foods,54.2956,3.52
PREPARED FOODS,Frozen Foods,128.831,5
PREPARED FOODS,Fruits and Vegetables,140.5838,4.92
PREPARED FOODS,Hard Drinks,37.0164,2.95
PREPARED FOODS,Breads,79.3986,3.35
PREPARED FOODS,Meat,37.8532,3.34
PREPARED FOODS,Breads,96.8068,4.54
PREPARED FOODS,Frozen Foods,162.8236,2.77
PREPARED FOODS,Breads,262.3594,2.51
PREPARED FOODS,Frozen Foods,40.4454,4.46
PREPARED FOODS,Meat,219.8798,5
PREPARED FOODS,Frozen Foods,37.9822,3.06
PREPARED FOODS,Meat,176.9028,4.6
PREPARED FOODS,Canned,151.7024,3.35
PREPARED FOODS,Household,231.001,3.98
PREPARED FOODS,Soft Drinks,186.024,1.92
PREPARED FOODS,Soft Drinks,83.6592,1.92
PREPARED FOODS,Meat,139.018,4.32
PREPARED FOODS,Meat,76.267,3.43
PREPARED FOODS,Household,182.4976,5
PREPARED FOODS,Household,260.991,2.68
PREPARED FOODS,Snack Foods,119.144,3.23
PREPARED FOODS,Frozen Foods,162.921,5
PREPARED FOODS,Household,121.673,4.65
PREPARED FOODS,Frozen Foods,244.346,3.44
PREPARED FOODS,Breakfast,102.4332,4.21
PREPARED FOODS,Meat,104.3306,3.46
PREPARED FOODS,Frozen Foods,122.8046,5
PREPARED FOODS,Canned,142.047,2.43
PREPARED FOODS,Meat,237.3248,2.2
PREPARED FOODS,Meat,120.0124,3.67
PREPARED FOODS,Frozen Foods,110.9912,2.48
PREPARED FOODS,Fruits and Vegetables,93.4462,4.28
PREPARED FOODS,Soft Drinks,81.6276,4.06
PREPARED FOODS,Household,55.3588,4.35
PREPARED FOODS,Fruits and Vegetables,37.7848,3.63
PREPARED FOODS,Snack Foods,250.6724,3.68
PREPARED FOODS,Hard Drinks,187.1872,3.84
PREPARED FOODS,Breads,111.157,3.08
PREPARED FOODS,Fruits and Vegetables,138.9838,4.29
PREPARED FOODS,Frozen Foods,147.805,5
PREPARED FOODS,Frozen Foods,184.7266,4.14
PREPARED FOODS,Fruits and Vegetables,152.8682,3.2
PREPARED FOODS,Snack Foods,39.3822,2.87
PREPARED FOODS,Household,155.9972,2.67
PREPARED FOODS,Snack Foods,153.7972,4.67
PREPARED FOODS,Soft Drinks,189.0898,4.69
PREPARED FOODS,Soft Drinks,73.3696,3.91
PREPARED FOODS,Household,75.5696,3.35
PREPARED FOODS,Dairy,242.2538,5
PREPARED FOODS,Frozen Foods,126.1678,2.46
PREPARED FOODS,Breads,198.4742,4.34
PREPARED FOODS,Dairy,232.6642,4.62
PREPARED FOODS,Snack Foods,124.273,5
PREPARED FOODS,Fruits and Vegetables,120.2414,4.48
PREPARED FOODS,Fruits and Vegetables,47.9692,1.89
PREPARED FOODS,Household,48.1718,3.12
PREPARED FOODS,Meat,100.3042,4.16
PREPARED FOODS,Fruits and Vegetables,146.9418,2.51
PREPARED FOODS,Canned,154.6314,4.1
PREPARED FOODS,Dairy,152.4998,5
PREPARED FOODS,Canned,89.7146,5
PREPARED FOODS,Frozen Foods,214.9218,3.62
PREPARED FOODS,Baking Goods,107.8596,3.91
PREPARED FOODS,Dairy,154.2998,4.92
PREPARED FOODS,Fruits and Vegetables,264.0252,4.68
PREPARED FOODS,Snack Foods,45.2402,3.9
PREPARED FOODS,Dairy,99.1042,3.7
PREPARED FOODS,Snack Foods,223.1114,3.49
PREPARED FOODS,Soft Drinks,163.2868,3.19
PREPARED FOODS,Canned,38.9138,4.1
PREPARED FOODS,Baking Goods,154.3656,2.99
PREPARED FOODS,Snack Foods,160.8578,4.01
PREPARED FOODS,Fruits and Vegetables,92.9462,4.69
PREPARED FOODS,Health and Hygiene,261.7278,5
PREPARED FOODS,Dairy,84.025,3.74
PREPARED FOODS,Household,114.2176,3.17
PREPARED FOODS,Hard Drinks,112.086,3.14
PREPARED FOODS,Dairy,42.3138,3.43
PREPARED FOODS,Fruits and Vegetables,191.482,3.48
PREPARED FOODS,Fruits and Vegetables,146.7734,3.56
PREPARED FOODS,Household,119.8782,3.25
PREPARED FOODS,Breakfast,129.5994,1.87
PREPARED FOODS,Others,185.7924,2.92
PREPARED FOODS,Dairy,152.2708,2.77
PREPARED FOODS,Meat,80.1276,2.89
PREPARED FOODS,Household,47.5718,4.91
PREPARED FOODS,Household,32.39,3.67
PREPARED FOODS,Frozen Foods,57.8904,2.9
PREPARED FOODS,Snack Foods,104.5622,2.37
PREPARED FOODS,Baking Goods,142.747,4.84
PREPARED FOODS,Soft Drinks,86.1198,4.49
PREPARED FOODS,Others,133.0284,3.68
PREPARED FOODS,Frozen Foods,180.766,3.99
PREPARED FOODS,Snack Foods,171.5422,4.62
PREPARED FOODS,Canned,170.4422,2.05
PREPARED FOODS,Dairy,241.5538,3.01
PREPARED FOODS,Soft Drinks,216.5508,4.84
PREPARED FOODS,Fruits and Vegetables,90.2488,4.63
PREPARED FOODS,Health and Hygiene,187.2214,5
PREPARED FOODS,Others,143.8154,4.8
PREPARED FOODS,Soft Drinks,189.053,3.62
PREPARED FOODS,Soft Drinks,262.091,3.86
PREPARED FOODS,Household,177.1712,4.79
PREPARED FOODS,Frozen Foods,148.9076,3.07
PREPARED FOODS,Frozen Foods,47.8718,3.71
PREPARED FOODS,Snack Foods,227.3352,4.59
PREPARED FOODS,Meat,155.7314,4.09
PREPARED FOODS,Household,111.8228,3.34
PREPARED FOODS,Meat,212.056,3.92
PREPARED FOODS,Baking Goods,97.2384,4.11
PREPARED FOODS,Baking Goods,80.996,2.85
PREPARED FOODS,Meat,113.0202,0.99
PREPARED FOODS,Fruits and Vegetables,248.2092,3.05
PREPARED FOODS,Canned,213.0902,3.97
PREPARED FOODS,Snack Foods,154.6972,2.35
PREPARED FOODS,Snack Foods,249.4408,5
PREPARED FOODS,Health and Hygiene,182.4608,2.86
PREPARED FOODS,Snack Foods,181.7318,4.39
PREPARED FOODS,Health and Hygiene,164.9526,2.07
PREPARED FOODS,Frozen Foods,190.7162,1.29
PREPARED FOODS,Fruits and Vegetables,87.6172,3.47
PREPARED FOODS,Fruits and Vegetables,38.4164,2.76
PREPARED FOODS,Fruits and Vegetables,109.9228,3.02
PREPARED FOODS,Health and Hygiene,234.93,4.05
PREPARED FOODS,Canned,116.5834,3.21
PREPARED FOODS,Baking Goods,209.5296,4.25
PREPARED FOODS,Hard Drinks,36.7506,4.43
PREPARED FOODS,Starchy Foods,168.5448,3.02
PREPARED FOODS,Health and Hygiene,106.228,3.62
PREPARED FOODS,Snack Foods,87.3856,5
PREPARED FOODS,Household,109.3912,2.36
PREPARED FOODS,Frozen Foods,179.666,3.43
PREPARED FOODS,Household,247.846,2.51
PREPARED FOODS,Fruits and Vegetables,174.6712,3.95
PREPARED FOODS,Snack Foods,177.5028,4.08
PREPARED FOODS,Canned,102.299,4.93
PREPARED FOODS,Snack Foods,59.022,4.22
PREPARED FOODS,Meat,118.9124,2.86
PREPARED FOODS,Baking Goods,116.1176,3.59
PREPARED FOODS,Meat,182.7608,3.85
PREPARED FOODS,Baking Goods,221.9456,4.19
PREPARED FOODS,Starchy Foods,185.5898,4.06
PREPARED FOODS,Hard Drinks,36.9532,3.18
PREPARED FOODS,Canned,214.0902,3.27
PREPARED FOODS,Fruits and Vegetables,54.6272,3.27
PREPARED FOODS,Hard Drinks,62.1878,4.68
PREPARED FOODS,Fruits and Vegetables,93.6778,2.49
PREPARED FOODS,Baking Goods,173.2422,4.8
PREPARED FOODS,Household,112.5228,2.6
PREPARED FOODS,Snack Foods,109.2228,2.97
PREPARED FOODS,Dairy,155.7288,5
PREPARED FOODS,Fruits and Vegetables,37.8506,4.22
PREPARED FOODS,Dairy,88.8172,4.61
PREPARED FOODS,Baking Goods,119.1124,4.69
PREPARED FOODS,Fruits and Vegetables,48.8034,2.21
PREPARED FOODS,Snack Foods,40.848,3.44
PREPARED FOODS,Frozen Foods,101.999,4.04
PREPARED FOODS,Snack Foods,45.5744,5
PREPARED FOODS,Canned,179.3686,3.02
PREPARED FOODS,Snack Foods,260.2304,3.37
PREPARED FOODS,Soft Drinks,114.186,1.31
PREPARED FOODS,Fruits and Vegetables,97.2094,3.81
PREPARED FOODS,Baking Goods,183.895,3.08
PREPARED FOODS,Household,57.8562,4.59
PREPARED FOODS,Fruits and Vegetables,59.6536,4.93
PREPARED FOODS,Snack Foods,230.8352,4.92
PREPARED FOODS,Snack Foods,112.2518,3.38
PREPARED FOODS,Canned,38.448,4.06
PREPARED FOODS,Baking Goods,243.0196,3.95
PREPARED FOODS,Household,166.3842,4.76
PREPARED FOODS,Frozen Foods,213.7218,3.78
PREPARED FOODS,Baking Goods,165.0868,4.56
PREPARED FOODS,Baking Goods,184.924,3.02
PREPARED FOODS,Canned,87.9856,3.67
PREPARED FOODS,Health and Hygiene,36.2506,4.21
PREPARED FOODS,Fruits and Vegetables,183.5266,4.31
PREPARED FOODS,Snack Foods,170.779,4.25
PREPARED FOODS,Dairy,171.9106,3.89
PREPARED FOODS,Snack Foods,112.8518,3.94
PREPARED FOODS,Baking Goods,95.3436,2.67
PREPARED FOODS,Snack Foods,211.7902,3.64
PREPARED FOODS,Frozen Foods,114.4176,2.22
PREPARED FOODS,Fruits and Vegetables,172.808,4.37
PREPARED FOODS,Dairy,44.2428,3.73
PREPARED FOODS,Dairy,233.93,5
PREPARED FOODS,Canned,151.834,2.28
PREPARED FOODS,Baking Goods,93.2804,4.58
PREPARED FOODS,Baking Goods,230.701,3.79
PREPARED FOODS,Household,172.9396,3.78
PREPARED FOODS,Frozen Foods,152.3366,2.49
PREPARED FOODS,Frozen Foods,248.8776,2.95
PREPARED FOODS,Snack Foods,192.8478,4.5
PREPARED FOODS,Household,40.8112,4.65
PREPARED FOODS,Fruits and Vegetables,121.4414,4.71
PREPARED FOODS,Fruits and Vegetables,173.6054,5
PREPARED FOODS,Baking Goods,181.466,5
PREPARED FOODS,Frozen Foods,91.583,3.21
PREPARED FOODS,Snack Foods,35.5874,4.33
PREPARED FOODS,Canned,88.0198,3.07
PREPARED FOODS,Fruits and Vegetables,217.8508,5
PREPARED FOODS,Soft Drinks,141.8128,4.02
PREPARED FOODS,Meat,152.5682,3.59
PREPARED FOODS,Fruits and Vegetables,186.0266,3.22
PREPARED FOODS,Hard Drinks,74.138,4.27
PREPARED FOODS,Health and Hygiene,147.476,4.42
PREPARED FOODS,Breakfast,183.7292,3.31
PREPARED FOODS,Dairy,156.9288,2.85
PREPARED FOODS,Dairy,227.2352,4.61
PREPARED FOODS,Fruits and Vegetables,192.7846,3.25
PREPARED FOODS,Household,253.8698,2.72
PREPARED FOODS,Fruits and Vegetables,81.396,2.24
PREPARED FOODS,Meat,101.2042,5
PREPARED FOODS,Snack Foods,159.7578,5
PREPARED FOODS,Health and Hygiene,48.9034,4.61
PREPARED FOODS,Canned,197.7768,5
PREPARED FOODS,Household,222.6456,3.11
PREPARED FOODS,Health and Hygiene,156.163,3.12
PREPARED FOODS,Dairy,264.0884,3.47
PREPARED FOODS,Health and Hygiene,157.1604,5
PREPARED FOODS,Health and Hygiene,54.993,2.85
PREPARED FOODS,Fruits and Vegetables,158.8578,4.93
PREPARED FOODS,Frozen Foods,85.8856,2.82
PREPARED FOODS,Canned,157.6972,1.89
PREPARED FOODS,Snack Foods,207.4612,4.44
PREPARED FOODS,Meat,228.3352,4.59
PREPARED FOODS,Soft Drinks,197.7084,3.71
PREPARED FOODS,Canned,248.3092,4.4
PREPARED FOODS,Frozen Foods,183.0292,0.63
PREPARED FOODS,Breads,188.4556,3.46
PREPARED FOODS,Fruits and Vegetables,160.1578,2.6
PREPARED FOODS,Frozen Foods,155.6656,4.03
PREPARED FOODS,Frozen Foods,252.6698,1.84
PREPARED FOODS,Health and Hygiene,261.7278,4.19
PREPARED FOODS,Others,65.2142,1.85
PREPARED FOODS,Fruits and Vegetables,195.8768,3.86
PREPARED FOODS,Household,125.2678,3.46
PREPARED FOODS,Meat,116.8124,3.44
PREPARED FOODS,Dairy,84.7566,2.03
PREPARED FOODS,Fruits and Vegetables,253.3356,4.74
PREPARED FOODS,Frozen Foods,120.6098,3.1
PREPARED FOODS,Canned,249.2092,4.01
PREPARED FOODS,Snack Foods,220.4482,3.02
PREPARED FOODS,Others,51.9666,3.75
PREPARED FOODS,Baking Goods,123.2072,4.35
PREPARED FOODS,Canned,198.7426,3.27
PREPARED FOODS,Others,213.656,3.58
PREPARED FOODS,Fruits and Vegetables,187.324,3.61
PREPARED FOODS,Baking Goods,168.45,4.38
PREPARED FOODS,Health and Hygiene,44.9086,2.83
PREPARED FOODS,Frozen Foods,153.1656,3.57
PREPARED FOODS,Breads,154.6314,2.17
PREPARED FOODS,Baking Goods,35.2848,3.52
PREPARED FOODS,Snack Foods,163.121,4.13
PREPARED FOODS,Dairy,265.0884,3.47
PREPARED FOODS,Fruits and Vegetables,175.637,2.84
PREPARED FOODS,Frozen Foods,95.9068,3.81
PREPARED FOODS,Dairy,55.5298,4.36
PREPARED FOODS,Soft Drinks,174.4054,5
PREPARED FOODS,Dairy,120.6782,5
PREPARED FOODS,Snack Foods,104.399,2.32
PREPARED FOODS,Fruits and Vegetables,141.2154,3.34
PREPARED FOODS,Household,111.4544,4.42
PREPARED FOODS,Health and Hygiene,150.0708,2.2
PREPARED FOODS,Breads,119.9414,4.47
PREPARED FOODS,Snack Foods,137.818,2.46
PREPARED FOODS,Health and Hygiene,62.8168,5
PREPARED FOODS,Fruits and Vegetables,110.5228,5
PREPARED FOODS,Household,229.801,2.43
PREPARED FOODS,Fruits and Vegetables,173.708,3.83
PREPARED FOODS,Dairy,152.234,5
PREPARED FOODS,Dairy,170.2764,3.45
PREPARED FOODS,Household,104.2622,4.24
PREPARED FOODS,Soft Drinks,241.5512,4.63
PREPARED FOODS,Household,195.511,4.39
PREPARED FOODS,Dairy,114.1176,4.25
PREPARED FOODS,Frozen Foods,34.1558,4.03
PREPARED FOODS,Snack Foods,175.637,2.44
PREPARED FOODS,Meat,194.1452,2.79
PREPARED FOODS,Health and Hygiene,63.1168,4.87
PREPARED FOODS,Snack Foods,187.7872,4.45
PREPARED FOODS,Frozen Foods,105.2622,3.69
PREPARED FOODS,Breads,123.1046,3.96
PREPARED FOODS,Baking Goods,81.1934,3.63
PREPARED FOODS,Fruits and Vegetables,113.8492,3.51
PREPARED FOODS,Dairy,61.5852,4.37
PREPARED FOODS,Snack Foods,95.112,4.43
PREPARED FOODS,Fruits and Vegetables,46.9744,4.31
PREPARED FOODS,Dairy,122.973,4.33
